Global_Sales,NA_ratio,EU_ratio,JP_ratio,Name,Genre,Platform,Year_of_Release,DBSCAN_label
0.07,0.8571428448979592,0.0,0.0,Target: Terror,Shooter,Wii,2008,0
0.07,0.2857142816326531,0.1428571408163265,0.5714285632653062,Mugen Souls Z,Role-Playing,PS3,2013,0
0.07,0.4285714224489796,0.4285714224489796,0.0,BeatMania,Simulation,PS2,2006,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Sprint Cars: Road to Knoxville,Racing,PS2,2005,0
0.07,0.2857142816326531,0.2857142816326531,0.4285714224489796,Guilty Gear Xrd -Revelator-,Fighting,PS3,2016,0
0.07,0.0,0.0,0.999999985714286,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,Action,GBA,2006,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Shrek's Carnival Craze Party Games,Misc,PS2,2008,0
0.07,0.8571428448979592,0.0,0.0,Dream Dance & Cheer,Misc,Wii,2009,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Silpheed: The Lost Planet,Shooter,PS2,2000,0
0.07,0.0,0.0,0.999999985714286,Billy's Boot Camp: Wii de Enjoy Diet!,Sports,Wii,2011,0
0.07,0.8571428448979592,0.0,0.0,Real Time Conflict: Shogun Empires,Strategy,DS,2005,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Spartan: Total Warrior,Action,GC,2005,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Pitfall: The Lost Expedition,Platform,XB,2004,0
0.07,0.0,0.0,0.999999985714286,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,Action,3DS,2014,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Fantastic Four,Action,PS,1997,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Yamaha Supercross,Racing,Wii,2009,0
0.07,0.8571428448979592,0.0,0.0,Petz: Hamsterz Bunch,Simulation,PSP,2009,0
0.07,0.0,0.0,0.999999985714286,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,Adventure,PS2,2007,0
0.07,0.7142857040816327,0.2857142816326531,0.0,River City Ransom EX,Action,GBA,2004,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Bionicle Heroes,Shooter,X360,2006,0
0.07,0.0,0.0,0.999999985714286,San Goku Shi Taisen Ten,Strategy,DS,2008,0
0.07,0.8571428448979592,0.1428571408163265,0.0,Ant Nation,Simulation,DS,2009,0
0.07,0.1428571408163265,0.7142857040816327,0.0,Fable: The Lost Chapters,Role-Playing,PC,2005,0
0.07,0.0,0.0,0.999999985714286,Fairy Tail: Zelef Kakusei,Action,PSP,2012,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Strike Point,Simulation,PS,1996,0
0.07,0.0,0.0,0.999999985714286,Crazy Taxi 2,Racing,DC,2001,0
0.07,0.1428571408163265,0.5714285632653062,0.0,The Sims 2: Seasons,Simulation,PC,2007,0
0.07,0.0,0.0,0.999999985714286,Dragon Slayer: The Legend of Heroes,Role-Playing,SNES,1992,0
0.07,0.0,0.0,0.999999985714286,Street Fighter II': Special Champion Edition (JP weekly sales),Action,GEN,1993,0
0.07,0.8571428448979592,0.0,0.0,Pizza Delivery Boy,Simulation,Wii,2010,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Tom and Jerry in War of the Whiskers,Fighting,GC,2003,0
0.07,0.0,0.0,0.999999985714286,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,Role-Playing,DS,2010,0
0.07,0.0,0.0,0.999999985714286,Famicom Mini: Wrecking Crew,Puzzle,GBA,2004,0
0.07,0.0,0.0,0.999999985714286,Suzumiya Haruhi no Gekidou,Adventure,Wii,2009,0
0.07,0.0,0.0,0.999999985714286,Lost Heroes 2,Action,3DS,2015,0
0.07,0.8571428448979592,0.0,0.0,Heavenly Guardian,Shooter,Wii,2007,0
0.07,0.5714285632653062,0.0,0.4285714224489796,Dynasty Warriors DS: Fighter's Battle,Action,DS,2007,0
0.07,0.0,0.8571428448979592,0.0,The Testament of Sherlock Holmes,Adventure,PC,2012,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Space Hulk: Vengeance of the Blood Angels,Shooter,PS,1995,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Robot Alchemic Drive,Action,PS2,2002,0
0.07,0.8571428448979592,0.0,0.0,Alpha and Omega,Action,DS,2010,0
0.07,0.0,0.0,0.8571428448979592,Motor Toon Grand Prix (Japan),Racing,PS,1994,0
0.07,0.8571428448979592,0.0,0.0,Dino Master: Dig Discover Duel,Strategy,DS,2005,0
0.07,0.0,0.0,0.999999985714286,Ken to Mahou to Gakuen Mono. 3,Role-Playing,PS3,2010,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Tomb Raider: Legend,Action,DS,2006,0
0.07,0.8571428448979592,0.0,0.0,Warhammer: Battle For Atluma,Action,PSP,2006,0
0.07,0.0,0.0,0.8571428448979592,Hikaru no Go: Heian Gensou Ibunroku,Adventure,PS,2002,0
0.07,0.1428571408163265,0.7142857040816327,0.0,Eagle Flight,Adventure,PS4,2016,0
0.07,0.8571428448979592,0.0,0.0,Operation: Vietnam,Shooter,DS,2007,0
0.07,0.0,0.0,0.999999985714286,Samurai Shodown,Fighting,NG,1993,0
0.07,0.0,0.0,0.8571428448979592,OverBlood 2,Action,PS,1998,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Fighter Maker 2,Fighting,PS2,2002,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Lifeline,Adventure,PS2,2003,0
0.07,0.0,0.0,0.999999985714286,Judie no Atelier: Guramnat no Renkinjutsushi,Role-Playing,PS2,2002,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Dragon Valor,Role-Playing,PS,1999,0
0.07,0.8571428448979592,0.0,0.0,Tokyo Beat Down,Action,DS,2008,0
0.07,0.7142857040816327,0.1428571408163265,0.0,NHL 2005,Sports,GC,2004,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Midway Arcade Treasures 3,Misc,GC,2005,0
0.07,0.0,0.8571428448979592,0.0,Microsoft Flight Simulator 2004: A Century of Flight,Simulation,PC,2003,0
0.07,0.0,0.8571428448979592,0.0,"Horrid Henry: The Good, The Bad and The Bugly",Platform,3DS,2011,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Firefighter F.D.18,Action,PS2,2004,0
0.07,0.8571428448979592,0.0,0.0,Anubis II,Platform,Wii,2007,0
0.07,0.0,0.8571428448979592,0.0,Goodbye Deponia,Adventure,PC,2013,0
0.07,0.0,0.0,0.999999985714286,Pro Yaky? Spirits 2014,Sports,PSV,2014,0
0.07,0.2857142816326531,0.4285714224489796,0.0,Legend of Kay,Action,PS4,2015,0
0.07,0.8571428448979592,0.0,0.0,Cartoon Network: Punch Time Explosion XL,Fighting,PS3,2011,0
0.07,0.0,0.0,0.999999985714286,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,Adventure,DS,2008,0
0.07,0.0,0.8571428448979592,0.0,The Book of Unwritten Tales 2,Adventure,PS4,2015,0
0.07,0.8571428448979592,0.0,0.0,Ultimate Board Game Collection,Misc,PSP,2007,0
0.07,0.0,0.0,0.999999985714286,Mega Man X4,Action,SAT,1997,0
0.07,0.8571428448979592,0.0,0.0,Jackass the Game DS,Action,DS,2008,0
0.07,0.8571428448979592,0.0,0.0,Jake Power: Handyman,Adventure,DS,2008,0
0.07,0.8571428448979592,0.1428571408163265,0.0,My Dress-Up,Misc,DS,2008,0
0.07,0.0,0.0,0.999999985714286,Power Pro GB,Sports,GB,1998,0
0.07,0.8571428448979592,0.0,0.0,Beat City,Misc,DS,2010,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Sudoku Fever,Puzzle,GBA,2006,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Inversion,Shooter,PS3,2012,0
0.07,0.5714285632653062,0.4285714224489796,0.0,The Putter Golf,Sports,PS,2001,0
0.07,0.0,0.4285714224489796,0.5714285632653062,Ultimate Marvel vs. Capcom 3,Fighting,X360,2011,0
0.07,0.7142857040816327,0.1428571408163265,0.0,The Powerpuff Girls: Relish Rampage,Action,GC,2002,0
0.07,0.0,0.0,0.999999985714286,Super Real Mahjong Graffiti,Misc,SAT,1995,0
0.07,0.0,0.0,0.999999985714286,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,Action,3DS,2015,0
0.07,0.0,0.0,0.999999985714286,Ninja Warriors,Action,SNES,1993,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Army Men: RTS,Strategy,GC,2004,0
0.07,0.8571428448979592,0.0,0.0,Classic Action: Devilish,Misc,DS,2005,0
0.07,0.0,0.0,0.999999985714286,Zettai Onkan Otoda Master,Role-Playing,DS,2007,0
0.07,0.1428571408163265,0.5714285632653062,0.1428571408163265,Assassin's Creed Chronicles,Action,PSV,2016,0
0.07,0.2857142816326531,0.0,0.7142857040816327,Dragoneer's Aria,Role-Playing,PSP,2007,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Xbox Live Arcade Unplugged Volume 1,Misc,X360,2006,0
0.07,0.5714285632653062,0.4285714224489796,0.0,TigerShark,Simulation,PS,1997,0
0.07,0.8571428448979592,0.0,0.0,Major League Baseball 2K10,Sports,PSP,2010,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Norse by Norsewest: The Return of the Lost Vikings,Action,PS,1997,0
0.07,0.8571428448979592,0.0,0.0,N+,Platform,DS,2007,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Titanic Mystery,Puzzle,DS,2010,0
0.07,0.8571428448979592,0.0,0.0,Backyard NFL Football '09,Sports,DS,2008,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Obscure,Adventure,PS2,2004,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Sega Soccer Slam,Sports,GC,2002,0
0.07,0.0,0.0,0.999999985714286,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,Role-Playing,DS,2008,0
0.07,0.0,0.0,0.999999985714286,Shin Lucky * Star: Moe Drill ~Tabidachi~,Action,DS,2007,0
0.07,0.5714285632653062,0.4285714224489796,0.0,DefCon 5,Shooter,PS,1995,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Secret Service: Ultimate Sacrifice,Action,PS2,2008,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Transformer: Rise of the Dark Spark (3DS),Role-Playing,3DS,2014,0
0.07,0.8571428448979592,0.0,0.0,Deep Labyrinth,Action,DS,2006,0
0.07,0.0,0.0,0.999999985714286,Nichibeikan Pro Yakyuu: Final League,Sports,PS2,2002,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Spawn: Armageddon,Action,GC,2003,0
0.07,0.0,0.0,0.999999985714286,God Hand,Action,PS2,2006,0
0.07,0.0,0.0,0.999999985714286,Shin Chan: Las Nuevas Aventuras Para Wii!,Action,Wii,2006,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Junior Classic Books & Fairytales,Misc,DS,2010,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Legends of Wrestling II,Fighting,GBA,2002,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Fatal Fury: Battle Archives Volume 2,Fighting,PS2,2007,0
0.07,0.0,0.8571428448979592,0.0,Mario Tennis,Sports,Wii,2010,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Jurassic Park: Operation Genesis,Simulation,XB,2003,0
0.07,0.7142857040816327,0.2857142816326531,0.0,FIFA Soccer 06,Sports,GBA,2005,0
0.07,0.8571428448979592,0.0,0.0,Freddi Fish: Kelp Seed Mystery,Adventure,Wii,2008,0
0.07,0.4285714224489796,0.4285714224489796,0.0,RedCard 20-03,Sports,PS2,2002,0
0.07,0.1428571408163265,0.7142857040816327,0.0,Brothers in Arms: Furious 4,Shooter,PS3,2012,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Future Tactics: The Uprising,Strategy,PS2,2004,0
0.07,0.0,0.0,0.999999985714286,Kanji Sonomama DS Rakubiki Jiten,Misc,DS,2006,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Driver: Parallel Lines,Racing,XB,2006,0
0.07,0.0,0.0,0.999999985714286,Hyperdimension Neptunia Victory,Role-Playing,PSV,2014,0
0.07,0.7142857040816327,0.2857142816326531,0.0,everGirl,Adventure,GBA,2005,0
0.07,0.0,0.0,0.999999985714286,Heroes Phantasia,Role-Playing,PSP,2012,0
0.07,0.8571428448979592,0.0,0.0,Top Gun,Simulation,PS3,2011,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Batman: Rise of Sin Tzu,Action,GBA,2003,0
0.07,0.0,0.0,0.999999985714286,Chuugaku Eitango Target 1800 DS,Misc,DS,2006,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Sherlock Holmes: Crimes & Punishments,Adventure,PS3,2014,0
0.07,0.8571428448979592,0.0,0.0,Basketball Hall of Fame Ultimate Hoops Challenge,Sports,Wii,2010,0
0.07,0.1428571408163265,0.7142857040816327,0.0,Dragon Ball Z: Battle of Z,Fighting,X360,2014,0
0.07,0.7142857040816327,0.1428571408163265,0.0,World Racing,Racing,XB,2003,0
0.07,0.1428571408163265,0.5714285632653062,0.0,Resident Evil 5,Action,PC,2009,0
0.07,0.7142857040816327,0.2857142816326531,0.0,X-Men: The Official Game,Action,GBA,2006,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Disney's Party,Misc,GBA,2003,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Generator Rex: Agent of Providence,Action,DS,2011,0
0.07,0.8571428448979592,0.0,0.0,Storybook Workshop,Misc,Wii,2009,0
0.07,0.0,0.8571428448979592,0.0,Command & Conquer 3: Tiberium Wars,Strategy,PC,2007,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Card Games,Misc,PS,2000,0
0.07,0.8571428448979592,0.0,0.0,Tropix,Puzzle,DS,2008,0
0.07,0.0,0.0,0.8571428448979592,Mega Man: Battle & Chase,Racing,PS,1997,0
0.07,0.0,0.0,0.999999985714286,Winning Post 7 2010,Sports,PS3,2010,0
0.07,0.8571428448979592,0.0,0.0,Pipe Mania,Puzzle,PSP,2008,0
0.07,0.8571428448979592,0.0,0.0,Daniel X: The Ultimate Power,Action,DS,2010,0
0.07,0.5714285632653062,0.4285714224489796,0.0,Destrega,Fighting,PS,1998,0
0.07,0.8571428448979592,0.0,0.0,Fantasy Aquarium World,Simulation,Wii,2009,0
0.07,0.0,0.0,0.999999985714286,Nobunaga no Yabou: Tendou with Power-Up Kit,Strategy,PS3,2011,0
0.07,0.5714285632653062,0.4285714224489796,0.0,The Final Round,Sports,PS,1996,0
0.07,0.0,0.0,0.999999985714286,MAPLUS: Portable Navi,Misc,PSP,2006,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Order Up!!,Action,PS3,2011,0
0.07,0.8571428448979592,0.0,0.0,Reader Rabbit 1st Grade,Misc,Wii,2010,0
0.07,0.4285714224489796,0.4285714224489796,0.0,The King of Fighters 02/03,Fighting,PS2,2005,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Army Men: Green Rogue,Action,PS,2001,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Centipede / Breakout / Warlords,Misc,GBA,2005,0
0.07,0.0,0.0,0.999999985714286,Lucian Bee's: Justice Yellow / Evil Violet,Adventure,PS2,2010,0
0.07,0.0,0.7142857040816327,0.0,Sly 2: Band of Thieves,Platform,PS3,2010,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Armored Core: Nine Breaker,Simulation,PS2,2004,0
0.07,0.0,0.0,0.999999985714286,Doraemon: Nobita no Shin Makai Daibouken DS,Role-Playing,DS,2007,0
0.07,0.0,0.7142857040816327,0.1428571408163265,Terraria,Action,PS4,2014,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Cabela's Big Game Hunter 2005 Adventures,Sports,GC,2004,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Worms 3D,Strategy,GC,2003,0
0.07,0.7142857040816327,0.1428571408163265,0.0,BlazBlue: Chrono Phantasma Extend,Action,XOne,2015,0
0.07,0.8571428448979592,0.0,0.0,TRON: Evolution,Action,PC,2010,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Pac-Man and the Ghostly Adventures 2,Adventure,WiiU,2014,0
0.07,0.0,0.8571428448979592,0.0,Dark Souls,Role-Playing,PC,2012,0
0.07,0.0,0.0,0.999999985714286,Gambler Densetsu Tetsuya,Adventure,PS2,2001,0
0.07,0.0,0.0,0.8571428448979592,The Guided Fate Paradox,Role-Playing,PS3,2013,0
0.07,0.8571428448979592,0.0,0.0,Mayhem 3D,Racing,X360,2011,0
0.07,0.0,0.0,0.999999985714286,Bleach: Hanatareshi Yabou,Role-Playing,PS2,2006,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Karaoke Revolution Party,Misc,XB,2005,0
0.07,0.0,0.0,0.999999985714286,Yoake Yori Ruriiro na: Brighter than Dawning Blue,Adventure,PS2,2006,0
0.07,0.7142857040816327,0.0,0.0,Carol Vorderman's Sudoku,Puzzle,PSP,2006,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Pandemonium 2,Platform,PS,1997,0
0.07,0.0,0.0,0.999999985714286,Gundam Try Age SP,Strategy,3DS,2014,0
0.07,0.0,0.7142857040816327,0.0,WipEout HD Fury,Racing,PS3,2009,0
0.07,0.4285714224489796,0.4285714224489796,0.0,Fallout: Brotherhood of Steel,Role-Playing,PS2,2004,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Dreamer Series: Pop Star,Misc,DS,2009,0
0.07,0.0,0.8571428448979592,0.0,Penguins of Madagascar,Action,3DS,2014,0
0.07,0.0,0.0,0.999999985714286,12-Sai. Honto no Kimochi,Adventure,3DS,2014,0
0.07,0.0,0.0,0.999999985714286,Parlor! Mini 2,Misc,SNES,1996,0
0.07,0.8571428448979592,0.0,0.0,"Flower, Sun, and Rain",Adventure,DS,2008,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Gunstar Super Heroes,Shooter,GBA,2005,0
0.07,0.5714285632653062,0.2857142816326531,0.0,C: The Contra Adventure,Shooter,PS,1998,0
0.07,0.8571428448979592,0.0,0.0,Interactive Storybook DS Series 1,Misc,DS,2007,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Frogger Advance: The Great Quest,Action,GBA,2002,0
0.07,0.1428571408163265,0.7142857040816327,0.0,Cities XL 2012,Strategy,PC,2011,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Worms Forts: Under Siege,Strategy,XB,2004,0
0.07,0.0,0.0,0.999999985714286,Dream C Club,Simulation,X360,2009,0
0.07,0.7142857040816327,0.2857142816326531,0.0,Pocky & Rocky with Becky,Shooter,GBA,2001,0
0.07,0.8571428448979592,0.0,0.0,The Tale of Despereaux,Platform,DS,2008,0
0.07,0.8571428448979592,0.0,0.0,Jam Sessions 2,Misc,DS,2009,0
0.07,0.4285714224489796,0.2857142816326531,0.0,Full Spectrum Warrior: Ten Hammers,Strategy,PS2,2006,0
0.07,0.0,0.0,0.999999985714286,Streets of Rage 3,Action,GEN,1993,0
0.07,0.7142857040816327,0.1428571408163265,0.0,Just Dance: Disney Party 2,Action,X360,2015,0
0.07,0.2857142816326531,0.1428571408163265,0.4285714224489796,Natural Doctrine,Role-Playing,PSV,2014,0
0.07,0.8571428448979592,0.0,0.0,Hasbro Family Game Night Fun Pack,Misc,X360,2011,0
0.07,0.0,0.0,0.999999985714286,Pro Yaky? Spirits 4,Sports,PS3,2007,0
0.07,0.8571428448979592,0.0,0.0,Prince of Persia: The Fallen King,Action,DS,2008,0
0.07,0.7142857040816327,0.1428571408163265,0.0,My Horse & Me: Riding for Gold,Sports,DS,2008,0
0.07,0.5714285632653062,0.2857142816326531,0.0,Speed Racer,Racing,PS,1996,0
0.07,0.7142857040816327,0.1428571408163265,0.0,NHL Hitz Pro,Sports,XB,2003,0
0.07,0.0,0.0,0.999999985714286,Cardfight!! Vanguard: Lock On Victory!!,Misc,3DS,2014,0
0.07,0.0,0.8571428448979592,0.0,Broken Sword 5: The Serpent's Curse,Adventure,PS4,2015,0
0.06,0.0,0.9999999833333336,0.0,Alan Wake,Action,PC,2012,0
0.06,0.0,0.0,0.9999999833333336,Atelier Meruru: Alchemist of Arland 3,Role-Playing,PSV,2013,0
0.06,0.8333333194444448,0.3333333277777779,0.0,Hot Wheels: Burnin' Rubber,Racing,GBA,2001,0
0.06,0.1666666638888889,0.1666666638888889,0.8333333194444448,Lost in Blue 2,Adventure,DS,2007,0
0.06,0.0,0.0,0.9999999833333336,Ojyousama Express,Strategy,PS,1998,0
0.06,0.3333333277777779,0.6666666555555558,0.0,Risen 3: Titan Lords,Role-Playing,X360,2014,0
0.06,0.8333333194444448,0.0,0.1666666638888889,Steambot Chronicles: Battle Tournament,Fighting,PSP,2008,0
0.06,0.8333333194444448,0.1666666638888889,0.0,Wings of War,Simulation,XB,2004,0
0.06,0.8333333194444448,0.1666666638888889,0.0,187: Ride or Die,Racing,XB,2005,0
0.06,0.4999999916666668,0.3333333277777779,0.0,RPG Maker 3,Role-Playing,PS2,2004,0
0.06,0.8333333194444448,0.1666666638888889,0.0,Zatch Bell! Mamodo Battles,Fighting,GC,2005,0
0.06,0.0,0.0,0.9999999833333336,Genkai Tokki Monster Monpiece,Strategy,PSV,2013,0
0.06,0.8333333194444448,0.3333333277777779,0.0,Desert Strike Advance,Simulation,GBA,2002,0
0.06,0.8333333194444448,0.1666666638888889,0.0,Kabuki Warriors,Action,XB,2001,0
0.06,0.6666666555555558,0.3333333277777779,0.0,Discworld,Adventure,PS,1994,0
0.06,0.8333333194444448,0.1666666638888889,0.0,Motion Explosion!,Misc,X360,2011,0
0.06,0.8333333194444448,0.1666666638888889,0.0,World Poker Tour,Misc,XB,2005,0
0.06,0.0,0.8333333194444448,0.0,Age of Empires III: The Asian Dynasties,Strategy,PC,2007,0
0.06,0.9999999833333336,0.0,0.0,Elite Forces: Unit 77,Strategy,DS,2009,0
0.06,0.9999999833333336,0.0,0.0,IL-2 Sturmovik: Birds of Prey,Simulation,DS,2009,0
0.06,0.4999999916666668,0.4999999916666668,0.0,Moshi Monsters: Katsuma Unleashed,Action,3DS,2013,0
0.06,0.8333333194444448,0.1666666638888889,0.0,Pirates: The Legend of Black Kat,Adventure,XB,2002,0
0.06,0.0,0.0,0.9999999833333336,July,Adventure,DC,1998,0
0.06,0.8333333194444448,0.1666666638888889,0.0,Crime Lab: Body of Evidence,Adventure,DS,2010,0
0.06,0.9999999833333336,0.0,0.0,Disney's Chicken Little: Ace In Action,Shooter,DS,2006,0
0.06,0.8333333194444448,0.3333333277777779,0.0,ESPN Winter X-Games: Snowboarding 2002,Sports,GBA,2000,0
0.06,0.0,0.0,0.9999999833333336,Bleach: Versus Crusade,Fighting,Wii,2008,0
0.06,0.0,0.0,0.9999999833333336,Kanon,Adventure,DC,2000,0
0.06,0.4999999916666668,0.3333333277777779,0.0,NanoBreaker,Action,PS2,2005,0
0.06,0.9999999833333336,0.0,0.0,You Don't Know Jack,Misc,DS,2011,0
0.06,0.8333333194444448,0.1666666638888889,0.0,Bionicle,Action,XB,2003,0
0.06,0.0,0.9999999833333336,0.0,GRID 2,Racing,PC,2013,0
0.06,0.9999999833333336,0.0,0.0,Cabela's Trophy Bucks,Sports,Wii,2008,0
0.06,0.9999999833333336,0.0,0.0,Cosmos Chaos!,Misc,DS,2010,0
0.06,0.0,0.0,0.9999999833333336,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,Simulation,PS2,2000,0
0.06,0.0,0.0,0.9999999833333336,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,Misc,WiiU,2015,0
0.06,0.1666666638888889,0.1666666638888889,0.6666666555555558,Criminal Girls: Invite Only,Role-Playing,PSV,2013,0
0.06,0.9999999833333336,0.0,0.0,Miami Vice: The Game,Shooter,PSP,2006,0
0.06,0.0,0.0,0.9999999833333336,Samurai Warriors Chronicles 3,Action,PSV,2014,0
0.06,0.8333333194444448,0.1666666638888889,0.0,BMX XXX,Sports,GC,2002,0
0.06,0.8333333194444448,0.3333333277777779,0.0,Disney's Magical Quest 2 Starring Mickey and Minnie,Action,GBA,2003,0
0.06,0.0,0.0,0.9999999833333336,Bullet Girls,Action,PSV,2014,0
0.06,0.0,0.6666666555555558,0.3333333277777779,One Piece: Unlimited World Red,Action,WiiU,2014,0
0.06,0.8333333194444448,0.1666666638888889,0.0,Aggressive Inline,Sports,XB,2002,0
0.06,0.0,0.0,0.9999999833333336,Ikki Tousen: Xross Impact,Action,PSP,2010,0
0.06,0.9999999833333336,0.0,0.0,Smart Boy's Toys Club,Misc,DS,2008,0
0.06,0.9999999833333336,0.0,0.0,Insecticide,Action,DS,2008,0
0.06,0.0,0.0,0.9999999833333336,Super Mahjong 2: Honkaku 4Jin Uchi,Misc,SNES,1993,0
0.06,0.4999999916666668,0.3333333277777779,0.0,XGRA: Extreme G Racing Association,Racing,PS2,2003,0
0.06,0.0,0.0,0.9999999833333336,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,Action,DS,2007,0
0.06,0.0,0.8333333194444448,0.0,Family Trainer: Treasure Adventure,Sports,Wii,2010,0
0.06,0.0,0.0,0.9999999833333336,Pop'n Music Portable 2,Misc,PSP,2011,0
0.06,0.9999999833333336,0.0,0.0,Kamen Rider: Dragon Knight,Fighting,Wii,2009,0
0.06,0.6666666555555558,0.3333333277777779,0.0,Darksiders II,Action,XOne,2015,0
0.06,0.0,0.0,0.9999999833333336,Ys vs. Sora no Kiseki: Alternative Saga,Fighting,PSP,2010,0
0.06,0.0,0.0,0.9999999833333336,Naruto: Ultimate Ninja Heroes (JP sales),Fighting,PSP,2006,0
0.06,0.0,0.0,0.9999999833333336,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,Adventure,DS,2008,0
0.06,0.6666666555555558,0.3333333277777779,0.0,Ray Tracers,Racing,PS,1997,0
0.06,0.0,0.0,0.9999999833333336,Mario vs. Donkey Kong: Tipping Stars,Puzzle,3DS,2015,0
0.06,0.6666666555555558,0.3333333277777779,0.0,Tournament of Legends,Fighting,Wii,2010,0
0.06,0.9999999833333336,0.0,0.0,Frogger: Helmet Chaos,Platform,DS,2005,0
0.06,0.6666666555555558,0.1666666638888889,0.1666666638888889,Escape from Bug Island,Action,Wii,2006,0
